race_id,race_name,race_date,course,distance,surface,grade,horse_no,frame_no,horse_reg,horse_name,sex,birth_year,jockey,weight,career_starts,career_win_rate,jockey_win_rate,condition_aptitude,finish_position
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,3,2,H0003715,ウマ3715,牝,2021,山本 陽,56.0,9,0.148,0.038,0.69,4
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,4,2,H0003716,ウマ3716,牡,2022,鈴木 花子,57.0,4,0.308,0.115,0.512,8
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,5,3,H0003717,ウマ3717,牡,2022,佐藤 健,54.0,16,0.119,0.104,0.37,10
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,6,3,H0003718,ウマ3718,セ,2022,高橋 大輔,57.0,24,0.169,0.089,0.93,3
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,7,4,H0003719,ウマ3719,牝,2020,山本 陽,54.0,24,0.097,0.139,0.272,12
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,8,4,H0003720,ウマ3720,牝,2022,渡辺 美咲,54.0,23,0.342,0.163,0.567,2
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,9,5,H0003721,ウマ3721,牝,2021,山本 陽,55.0,29,0.221,0.123,0.483,6
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,10,5,H0003722,ウマ3722,牡,2022,小林 蓮,55.0,27,0.326,0.096,0.929,1
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,11,6,H0003723,ウマ3723,セ,2020,渡辺 美咲,56.0,15,0.151,0.125,0.6,9
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,12,6,H0003724,ウマ3724,牝,2022,伊藤 翼,54.0,26,0.0,0.03,0.706,11
312,レース0312,2025-08-02,阪神,1400,DIRT,G2,13,7,H0003725,ウマ3725,牝,2021,高橋 大輔,58.0,29,0.143,0.137,0.254,13
313,レース0313,2025-09-11,京都,2000,TURF,1勝,1,1,H0003726,ウマ3726,牝,2020,佐藤 健,57.0,10,0.153,0.087,0.405,12
313,レース0313,2025-09-11,京都,2000,TURF,1勝,2,1,H0003727,ウマ3727,セ,2022,佐藤 健,57.0,11,0.352,0.158,0.343,4
313,レース0313,2025-09-11,京都,2000,TURF,1勝,3,2,H0003728,ウマ3728,セ,2021,山本 陽,55.0,13,0.046,0.168,0.486,10
313,レース0313,2025-09-11,京都,2000,TURF,1勝,4,2,H0003729,ウマ3729,牡,2022,小林 蓮,57.0,5,0.199,0.152,0.667,7
313,レース0313,2025-09-11,京都,2000,TURF,1勝,5,3,H0003730,ウマ3730,牝,2021,山本 陽,55.0,12,0.056,0.193,0.557,9
313,レース0313,2025-09-11,京都,2000,TURF,1勝,6,3,H0003731,ウマ3731,牝,2021,伊藤 翼,55.0,17,0.178,0.131,0.451,8
313,レース0313,2025-09-11,京都,2000,TURF,1勝,7,4,H0003732,ウマ3732,牡,2021,鈴木 花子,54.0,8,0.334,0.03,0.719,2
313,レース0313,2025-09-11,京都,2000,TURF,1勝,8,4,H0003733,ウマ3733,牝,2022,渡辺 美咲,58.0,14,0.253,0.212,0.84,1
313,レース0313,2025-09-11,京都,2000,TURF,1勝,9,5,H0003734,ウマ3734,セ,2020,山本 陽,58.0,23,0.221,0.081,0.492,5
313,レース0313,2025-09-11,京都,2000,TURF,1勝,10,5,H0003735,ウマ3735,牡,2021,佐藤 健,58.0,30,0.332,0.154,0.499,3
313,レース0313,2025-09-11,京都,2000,TURF,1勝,11,6,H0003736,ウマ3736,牡,2022,渡辺 美咲,57.0,13,0.254,0.054,0.473,11
313,レース0313,2025-09-11,京都,2000,TURF,1勝,12,6,H0003737,ウマ3737,セ,2020,鈴木 花子,57.0,3,0.179,0.045,0.786,6
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,1,1,H0003738,ウマ3738,セ,2020,山本 陽,54.0,12,0.199,0.17,0.646,6
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,2,1,H0003739,ウマ3739,牝,2021,鈴木 花子,56.0,21,0.06,0.076,0.847,9
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,3,2,H0003740,ウマ3740,セ,2021,加藤 楓,58.0,17,0.313,0.206,0.735,1
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,4,2,H0003741,ウマ3741,セ,2021,山本 陽,54.0,7,0.264,0.156,0.512,5
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,5,3,H0003742,ウマ3742,セ,2022,渡辺 美咲,55.0,3,0.15,0.102,0.48,7
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,6,3,H0003743,ウマ3743,牡,2020,佐藤 健,55.0,5,0.0,0.137,0.702,2
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,7,4,H0003744,ウマ3744,牡,2020,山本 陽,56.0,30,0.236,0.133,0.405,8
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,8,4,H0003745,ウマ3745,セ,2020,小林 蓮,55.0,18,0.325,0.099,0.525,4
314,レース0314,2025-02-18,中山,1600,DIRT,未勝利,9,5,H0003746,ウマ3746,牝,2021,加藤 楓,57.0,3,0.313,0.088,0.724,3
315,レース0315,2025-07-26,阪神,1200,TURF,G3,1,1,H0003747,ウマ3747,セ,2021,鈴木 花子,54.0,16,0.227,0.126,0.677,1
315,レース0315,2025-07-26,阪神,1200,TURF,G3,2,1,H0003748,ウマ3748,セ,2021,田中 一郎,55.0,29,0.193,0.099,0.795,7
315,レース0315,2025-07-26,阪神,1200,TURF,G3,3,2,H0003749,ウマ3749,セ,2022,高橋 大輔,55.0,30,0.11,0.081,0.765,4
315,レース0315,2025-07-26,阪神,1200,TURF,G3,4,2,H0003750,ウマ3750,牡,2021,渡辺 美咲,55.0,21,0.101,0.089,0.237,14
315,レース0315,2025-07-26,阪神,1200,TURF,G3,5,3,H0003751,ウマ3751,牡,2020,鈴木 花子,55.0,28,0.256,0.088,0.263,13
315,レース0315,2025-07-26,阪神,1200,TURF,G3,6,3,H0003752,ウマ3752,セ,2022,加藤 楓,58.0,25,0.184,0.114,0.809,6
315,レース0315,2025-07-26,阪神,1200,TURF,G3,7,4,H0003753,ウマ3753,セ,2020,山本 陽,58.0,27,0.043,0.071,0.579,11
315,レース0315,2025-07-26,阪神,1200,TURF,G3,8,4,H0003754,ウマ3754,牝,2020,鈴木 花子,56.0,5,0.191,0.078,0.678,8
315,レース0315,2025-07-26,阪神,1200,TURF,G3,9,5,H0003755,ウマ3755,牝,2020,加藤 楓,58.0,27,0.198,0.142,0.589,9
315,レース0315,2025-07-26,阪神,1200,TURF,G3,10,5,H0003756,ウマ3756,セ,2022,鈴木 花子,57.0,25,0.272,0.168,0.562,2
315,レース0315,2025-07-26,阪神,1200,TURF,G3,11,6,H0003757,ウマ3757,牝,2021,山本 陽,58.0,13,0.03,0.06,0.536,10
315,レース0315,2025-07-26,阪神,1200,TURF,G3,12,6,H0003758,ウマ3758,牝,2020,山本 陽,56.0,24,0.342,0.124,0.782,3
315,レース0315,2025-07-26,阪神,1200,TURF,G3,13,7,H0003759,ウマ3759,牡,2022,小林 蓮,54.0,11,0.236,0.054,0.738,5
315,レース0315,2025-07-26,阪神,1200,TURF,G3,14,7,H0003760,ウマ3760,セ,2022,加藤 楓,58.0,29,0.005,0.101,0.711,12
316,レース0316,2025-03-20,中京,1800,TURF,3勝,1,1,H0003761,ウマ3761,牝,2021,小林 蓮,54.0,16,0.216,0.128,0.706,8
316,レース0316,2025-03-20,中京,1800,TURF,3勝,2,1,H0003762,ウマ3762,牝,2021,山本 陽,58.0,5,0.278,0.172,0.865,2
316,レース0316,2025-03-20,中京,1800,TURF,3勝,3,2,H0003763,ウマ3763,セ,2022,中村 駿,56.0,6,0.298,0.067,0.577,9
316,レース0316,2025-03-20,中京,1800,TURF,3勝,4,2,H0003764,ウマ3764,牝,2022,田中 一郎,57.0,7,0.218,0.089,0.579,6
316,レース0316,2025-03-20,中京,1800,TURF,3勝,5,3,H0003765,ウマ3765,牡,2020,中村 駿,57.0,15,0.405,0.103,0.363,1
316,レース0316,2025-03-20,中京,1800,TURF,3勝,6,3,H0003766,ウマ3766,牡,2021,山本 陽,57.0,19,0.26,0.182,0.768,4
316,レース0316,2025-03-20,中京,1800,TURF,3勝,7,4,H0003767,ウマ3767,牡,2020,中村 駿,57.0,14,0.294,0.195,0.366,12
316,レース0316,2025-03-20,中京,1800,TURF,3勝,8,4,H0003768,ウマ3768,牝,2020,佐藤 健,57.0,5,0.247,0.061,0.788,3
316,レース0316,2025-03-20,中京,1800,TURF,3勝,9,5,H0003769,ウマ3769,牡,2021,佐藤 健,54.0,11,0.313,0.074,0.454,7
316,レース0316,2025-03-20,中京,1800,TURF,3勝,10,5,H0003770,ウマ3770,セ,2021,田中 一郎,55.0,3,0.181,0.144,0.66,11
316,レース0316,2025-03-20,中京,1800,TURF,3勝,11,6,H0003771,ウマ3771,牡,2021,佐藤 健,58.0,6,0.032,0.119,0.302,13
316,レース0316,2025-03-20,中京,1800,TURF,3勝,12,6,H0003772,ウマ3772,牡,2022,渡辺 美咲,56.0,26,0.162,0.067,0.817,5
316,レース0316,2025-03-20,中京,1800,TURF,3勝,13,7,H0003773,ウマ3773,牝,2021,田中 一郎,54.0,13,0.244,0.103,0.563,10
317,レース0317,2025-03-24,京都,1400,TURF,G3,1,1,H0003774,ウマ3774,牡,2022,伊藤 翼,58.0,11,0.122,0.125,0.459,11
317,レース0317,2025-03-24,京都,1400,TURF,G3,2,1,H0003775,ウマ3775,牡,2022,小林 蓮,54.0,19,0.229,0.107,0.806,5
317,レース0317,2025-03-24,京都,1400,TURF,G3,3,2,H0003776,ウマ3776,セ,2021,小林 蓮,55.0,21,0.284,0.143,0.823,2
317,レース0317,2025-03-24,京都,1400,TURF,G3,4,2,H0003777,ウマ3777,牡,2021,加藤 楓,55.0,7,0.184,0.101,0.588,10
317,レース0317,2025-03-24,京都,1400,TURF,G3,5,3,H0003778,ウマ3778,セ,2022,加藤 楓,58.0,5,0.161,0.135,0.675,4
317,レース0317,2025-03-24,京都,1400,TURF,G3,6,3,H0003779,ウマ3779,牝,2020,中村 駿,58.0,14,0.049,0.129,0.865,7
317,レース0317,2025-03-24,京都,1400,TURF,G3,7,4,H0003780,ウマ3780,牝,2020,渡辺 美咲,58.0,14,0.14,0.19,0.541,6
317,レース0317,2025-03-24,京都,1400,TURF,G3,8,4,H0003781,ウマ3781,牝,2020,伊藤 翼,56.0,19,0.081,0.129,0.463,9
317,レース0317,2025-03-24,京都,1400,TURF,G3,9,5,H0003782,ウマ3782,牝,2022,佐藤 健,55.0,13,0.392,0.069,0.518,3
317,レース0317,2025-03-24,京都,1400,TURF,G3,10,5,H0003783,ウマ3783,牝,2022,加藤 楓,56.0,27,0.124,0.207,0.66,8
317,レース0317,2025-03-24,京都,1400,TURF,G3,11,6,H0003784,ウマ3784,牝,2021,渡辺 美咲,54.0,10,0.237,0.134,0.588,1
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,1,1,H0003785,ウマ3785,セ,2020,加藤 楓,57.0,20,0.277,0.126,0.377,9
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,2,1,H0003786,ウマ3786,セ,2022,佐藤 健,58.0,4,0.195,0.171,0.521,11
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,3,2,H0003787,ウマ3787,牝,2022,渡辺 美咲,55.0,22,0.125,0.099,0.861,4
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,4,2,H0003788,ウマ3788,牡,2022,田中 一郎,55.0,18,0.256,0.148,0.711,3
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,5,3,H0003789,ウマ3789,セ,2020,田中 一郎,56.0,28,0.257,0.064,0.679,8
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,6,3,H0003790,ウマ3790,セ,2022,中村 駿,56.0,12,0.155,0.099,0.644,12
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,7,4,H0003791,ウマ3791,セ,2021,鈴木 花子,54.0,28,0.12,0.174,0.534,10
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,8,4,H0003792,ウマ3792,牡,2021,山本 陽,55.0,17,0.24,0.2,0.795,2
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,9,5,H0003793,ウマ3793,セ,2020,伊藤 翼,54.0,10,0.229,0.176,0.518,5
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,10,5,H0003794,ウマ3794,セ,2022,渡辺 美咲,57.0,29,0.166,0.111,0.784,7
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,11,6,H0003795,ウマ3795,牝,2022,中村 駿,58.0,4,0.092,0.114,0.751,14
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,12,6,H0003796,ウマ3796,セ,2022,佐藤 健,55.0,18,0.226,0.287,0.358,13
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,13,7,H0003797,ウマ3797,牝,2022,田中 一郎,58.0,9,0.131,0.108,0.178,16
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,14,7,H0003798,ウマ3798,セ,2021,伊藤 翼,55.0,20,0.258,0.137,0.654,6
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,15,8,H0003799,ウマ3799,セ,2022,加藤 楓,54.0,9,0.359,0.156,0.746,1
318,レース0318,2025-03-01,中京,2000,TURF,未勝利,16,8,H0003800,ウマ3800,セ,2021,伊藤 翼,56.0,3,0.189,0.149,0.331,15
319,レース0319,2025-07-28,東京,1800,TURF,1勝,1,1,H0003801,ウマ3801,セ,2020,佐藤 健,57.0,30,0.333,0.129,0.537,8
319,レース0319,2025-07-28,東京,1800,TURF,1勝,2,1,H0003802,ウマ3802,牡,2022,加藤 楓,54.0,7,0.184,0.228,0.533,6
319,レース0319,2025-07-28,東京,1800,TURF,1勝,3,2,H0003803,ウマ3803,セ,2020,小林 蓮,57.0,20,0.303,0.195,0.633,2
319,レース0319,2025-07-28,東京,1800,TURF,1勝,4,2,H0003804,ウマ3804,セ,2020,山本 陽,55.0,9,0.352,0.151,0.254,10
319,レース0319,2025-07-28,東京,1800,TURF,1勝,5,3,H0003805,ウマ3805,牝,2022,佐藤 健,58.0,24,0.184,0.137,0.455,1
319,レース0319,2025-07-28,東京,1800,TURF,1勝,6,3,H0003806,ウマ3806,牝,2020,伊藤 翼,57.0,20,0.329,0.137,0.164,11
319,レース0319,2025-07-28,東京,1800,TURF,1勝,7,4,H0003807,ウマ3807,牝,2022,伊藤 翼,56.0,21,0.141,0.159,0.607,12
319,レース0319,2025-07-28,東京,1800,TURF,1勝,8,4,H0003808,ウマ3808,セ,2021,中村 駿,54.0,14,0.242,0.176,0.39,5
319,レース0319,2025-07-28,東京,1800,TURF,1勝,9,5,H0003809,ウマ3809,牝,2022,鈴木 花子,57.0,18,0.372,0.205,0.568,3
319,レース0319,2025-07-28,東京,1800,TURF,1勝,10,5,H0003810,ウマ3810,牡,2021,伊藤 翼,58.0,23,0.2,0.13,0.515,9
319,レース0319,2025-07-28,東京,1800,TURF,1勝,11,6,H0003811,ウマ3811,牝,2022,加藤 楓,58.0,28,0.218,0.123,0.442,14
319,レース0319,2025-07-28,東京,1800,TURF,1勝,12,6,H0003812,ウマ3812,セ,2020,小林 蓮,56.0,21,0.045,0.096,0.427,15
319,レース0319,2025-07-28,東京,1800,TURF,1勝,13,7,H0003813,ウマ3813,牝,2021,山本 陽,55.0,18,0.186,0.03,0.641,7
319,レース0319,2025-07-28,東京,1800,TURF,1勝,14,7,H0003814,ウマ3814,牝,2021,渡辺 美咲,57.0,21,0.35,0.152,0.713,4
319,レース0319,2025-07-28,東京,1800,TURF,1勝,15,8,H0003815,ウマ3815,牝,2022,鈴木 花子,56.0,21,0.22,0.215,0.44,13
320,レース0320,2025-03-14,中山,2000,TURF,3勝,1,1,H0003816,ウマ3816,セ,2020,小林 蓮,55.0,30,0.208,0.152,0.206,13
320,レース0320,2025-03-14,中山,2000,TURF,3勝,2,1,H0003817,ウマ3817,牡,2021,伊藤 翼,54.0,19,0.109,0.156,0.629,9
320,レース0320,2025-03-14,中山,2000,TURF,3勝,3,2,H0003818,ウマ3818,牝,2021,小林 蓮,55.0,22,0.187,0.172,0.518,3
320,レース0320,2025-03-14,中山,2000,TURF,3勝,4,2,H0003819,ウマ3819,セ,2022,中村 駿,54.0,6,0.2,0.146,0.795,6
320,レース0320,2025-03-14,中山,2000,TURF,3勝,5,3,H0003820,ウマ3820,セ,2022,田中 一郎,56.0,12,0.174,0.145,0.381,7
320,レース0320,2025-03-14,中山,2000,TURF,3勝,6,3,H0003821,ウマ3821,牝,2020,加藤 楓,54.0,24,0.315,0.03,0.423,8
320,レース0320,2025-03-14,中山,2000,TURF,3勝,7,4,H0003822,ウマ3822,牝,2021,高橋 大輔,58.0,15,0.082,0.173,0.467,5
320,レース0320,2025-03-14,中山,2000,TURF,3勝,8,4,H0003823,ウマ3823,牡,2021,佐藤 健,54.0,16,0.0,0.171,0.394,11
320,レース0320,2025-03-14,中山,2000,TURF,3勝,9,5,H0003824,ウマ3824,牝,2022,山本 陽,54.0,17,0.135,0.104,0.803,4
320,レース0320,2025-03-14,中山,2000,TURF,3勝,10,5,H0003825,ウマ3825,セ,2021,渡辺 美咲,57.0,24,0.37,0.117,0.763,1
320,レース0320,2025-03-14,中山,2000,TURF,3勝,11,6,H0003826,ウマ3826,牡,2020,渡辺 美咲,57.0,12,0.114,0.099,0.591,10
320,レース0320,2025-03-14,中山,2000,TURF,3勝,12,6,H0003827,ウマ3827,牡,2022,中村 駿,55.0,3,0.162,0.11,0.814,2
320,レース0320,2025-03-14,中山,2000,TURF,3勝,13,7,H0003828,ウマ3828,セ,2022,加藤 楓,58.0,30,0.151,0.157,0.332,12
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,1,1,H0003829,ウマ3829,セ,2021,高橋 大輔,57.0,25,0.0,0.149,0.023,16
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,2,1,H0003830,ウマ3830,牝,2020,佐藤 健,57.0,15,0.178,0.266,0.264,12
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,3,2,H0003831,ウマ3831,牝,2022,渡辺 美咲,56.0,19,0.212,0.185,0.691,1
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,4,2,H0003832,ウマ3832,セ,2022,伊藤 翼,57.0,17,0.069,0.053,0.651,11
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,5,3,H0003833,ウマ3833,牝,2021,渡辺 美咲,55.0,23,0.177,0.084,0.729,9
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,6,3,H0003834,ウマ3834,牝,2020,小林 蓮,56.0,18,0.043,0.2,0.608,13
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,7,4,H0003835,ウマ3835,牝,2020,山本 陽,58.0,11,0.243,0.193,0.416,8
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,8,4,H0003836,ウマ3836,牝,2021,加藤 楓,57.0,30,0.154,0.124,0.587,6
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,9,5,H0003837,ウマ3837,牡,2022,加藤 楓,55.0,14,0.325,0.099,0.528,3
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,10,5,H0003838,ウマ3838,牡,2020,中村 駿,55.0,22,0.181,0.189,0.442,7
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,11,6,H0003839,ウマ3839,牡,2021,高橋 大輔,56.0,17,0.001,0.224,0.275,14
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,12,6,H0003840,ウマ3840,牡,2022,中村 駿,56.0,9,0.158,0.163,1.0,2
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,13,7,H0003841,ウマ3841,セ,2020,中村 駿,54.0,14,0.301,0.265,0.548,5
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,14,7,H0003842,ウマ3842,牝,2020,高橋 大輔,57.0,12,0.202,0.03,0.512,10
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,15,8,H0003843,ウマ3843,セ,2020,高橋 大輔,57.0,9,0.27,0.104,0.465,4
321,レース0321,2025-11-20,阪神,1200,TURF,2勝,16,8,H0003844,ウマ3844,セ,2022,小林 蓮,57.0,11,0.123,0.203,0.193,15
322,レース0322,2025-02-02,京都,1200,TURF,3勝,1,1,H0003845,ウマ3845,牡,2022,山本 陽,57.0,13,0.193,0.123,0.417,5
322,レース0322,2025-02-02,京都,1200,TURF,3勝,2,1,H0003846,ウマ3846,牝,2021,山本 陽,58.0,23,0.11,0.162,0.65,7
322,レース0322,2025-02-02,京都,1200,TURF,3勝,3,2,H0003847,ウマ3847,牝,2021,高橋 大輔,54.0,13,0.073,0.142,0.909,1
322,レース0322,2025-02-02,京都,1200,TURF,3勝,4,2,H0003848,ウマ3848,牝,2022,山本 陽,56.0,9,0.175,0.061,0.636,2
322,レース0322,2025-02-02,京都,1200,TURF,3勝,5,3,H0003849,ウマ3849,牡,2021,田中 一郎,55.0,26,0.192,0.121,0.609,3
322,レース0322,2025-02-02,京都,1200,TURF,3勝,6,3,H0003850,ウマ3850,牝,2020,小林 蓮,56.0,5,0.103,0.08,0.676,6
322,レース0322,2025-02-02,京都,1200,TURF,3勝,7,4,H0003851,ウマ3851,牡,2022,中村 駿,55.0,6,0.049,0.046,0.135,9
322,レース0322,2025-02-02,京都,1200,TURF,3勝,8,4,H0003852,ウマ3852,牝,2021,渡辺 美咲,55.0,22,0.124,0.172,0.372,8
322,レース0322,2025-02-02,京都,1200,TURF,3勝,9,5,H0003853,ウマ3853,牡,2021,中村 駿,55.0,19,0.113,0.082,0.471,4
323,レース0323,2025-08-19,東京,2400,DIRT,G1,1,1,H0003854,ウマ3854,牝,2020,田中 一郎,57.0,29,0.308,0.144,0.572,2
323,レース0323,2025-08-19,東京,2400,DIRT,G1,2,1,H0003855,ウマ3855,セ,2022,伊藤 翼,55.0,17,0.157,0.136,0.743,4
323,レース0323,2025-08-19,東京,2400,DIRT,G1,3,2,H0003856,ウマ3856,牡,2021,加藤 楓,55.0,29,0.202,0.091,0.523,9
323,レース0323,2025-08-19,東京,2400,DIRT,G1,4,2,H0003857,ウマ3857,牡,2021,伊藤 翼,56.0,22,0.192,0.075,0.221,14
323,レース0323,2025-08-19,東京,2400,DIRT,G1,5,3,H0003858,ウマ3858,牡,2020,小林 蓮,54.0,20,0.254,0.152,0.634,3
323,レース0323,2025-08-19,東京,2400,DIRT,G1,6,3,H0003859,ウマ3859,牡,2021,小林 蓮,56.0,26,0.253,0.086,0.632,11
323,レース0323,2025-08-19,東京,2400,DIRT,G1,7,4,H0003860,ウマ3860,牝,2021,田中 一郎,58.0,20,0.027,0.048,0.514,13
323,レース0323,2025-08-19,東京,2400,DIRT,G1,8,4,H0003861,ウマ3861,牡,2022,田中 一郎,55.0,17,0.071,0.105,0.431,15
323,レース0323,2025-08-19,東京,2400,DIRT,G1,9,5,H0003862,ウマ3862,牝,2020,中村 駿,54.0,22,0.316,0.096,0.426,6
323,レース0323,2025-08-19,東京,2400,DIRT,G1,10,5,H0003863,ウマ3863,セ,2022,山本 陽,54.0,15,0.159,0.118,0.545,7
323,レース0323,2025-08-19,東京,2400,DIRT,G1,11,6,H0003864,ウマ3864,牡,2020,渡辺 美咲,58.0,30,0.127,0.104,0.636,10
323,レース0323,2025-08-19,東京,2400,DIRT,G1,12,6,H0003865,ウマ3865,セ,2022,鈴木 花子,54.0,28,0.262,0.12,1.0,1
323,レース0323,2025-08-19,東京,2400,DIRT,G1,13,7,H0003866,ウマ3866,セ,2021,高橋 大輔,54.0,8,0.132,0.075,0.809,5
323,レース0323,2025-08-19,東京,2400,DIRT,G1,14,7,H0003867,ウマ3867,牝,2020,田中 一郎,55.0,12,0.23,0.135,0.794,8
323,レース0323,2025-08-19,東京,2400,DIRT,G1,15,8,H0003868,ウマ3868,牡,2022,中村 駿,58.0,19,0.16,0.144,0.602,12
324,レース0324,2025-12-02,東京,2000,DIRT,G2,1,1,H0003869,ウマ3869,セ,2021,高橋 大輔,56.0,19,0.0,0.085,0.98,7
324,レース0324,2025-12-02,東京,2000,DIRT,G2,2,1,H0003870,ウマ3870,牡,2022,加藤 楓,57.0,26,0.259,0.077,0.784,3
324,レース0324,2025-12-02,東京,2000,DIRT,G2,3,2,H0003871,ウマ3871,牡,2021,鈴木 花子,55.0,20,0.279,0.206,0.42,5
324,レース0324,2025-12-02,東京,2000,DIRT,G2,4,2,H0003872,ウマ3872,牡,2021,伊藤 翼,55.0,30,0.299,0.145,0.634,2
324,レース0324,2025-12-02,東京,2000,DIRT,G2,5,3,H0003873,ウマ3873,牝,2022,小林 蓮,55.0,24,0.237,0.164,0.755,1
324,レース0324,2025-12-02,東京,2000,DIRT,G2,6,3,H0003874,ウマ3874,牡,2021,渡辺 美咲,58.0,21,0.151,0.077,0.658,8
324,レース0324,2025-12-02,東京,2000,DIRT,G2,7,4,H0003875,ウマ3875,牝,2021,加藤 楓,58.0,17,0.209,0.134,0.315,10
324,レース0324,2025-12-02,東京,2000,DIRT,G2,8,4,H0003876,ウマ3876,セ,2021,加藤 楓,56.0,20,0.17,0.073,0.725,9
324,レース0324,2025-12-02,東京,2000,DIRT,G2,9,5,H0003877,ウマ3877,牡,2022,伊藤 翼,54.0,12,0.151,0.21,0.811,4
324,レース0324,2025-12-02,東京,2000,DIRT,G2,10,5,H0003878,ウマ3878,牡,2021,中村 駿,55.0,22,0.065,0.095,0.632,6
325,レース0325,2025-06-28,京都,2000,DIRT,OP,1,1,H0003879,ウマ3879,牝,2021,渡辺 美咲,55.0,12,0.127,0.182,0.685,3
325,レース0325,2025-06-28,京都,2000,DIRT,OP,2,1,H0003880,ウマ3880,牝,2021,山本 陽,57.0,30,0.097,0.04,0.662,4
325,レース0325,2025-06-28,京都,2000,DIRT,OP,3,2,H0003881,ウマ3881,牝,2022,山本 陽,58.0,28,0.211,0.167,0.526,7
325,レース0325,2025-06-28,京都,2000,DIRT,OP,4,2,H0003882,ウマ3882,牡,2021,田中 一郎,57.0,25,0.135,0.152,0.359,12
325,レース0325,2025-06-28,京都,2000,DIRT,OP,5,3,H0003883,ウマ3883,セ,2022,中村 駿,58.0,17,0.162,0.174,0.211,10
325,レース0325,2025-06-28,京都,2000,DIRT,OP,6,3,H0003884,ウマ3884,牡,2020,山本 陽,54.0,13,0.374,0.22,0.304,2
325,レース0325,2025-06-28,京都,2000,DIRT,OP,7,4,H0003885,ウマ3885,牝,2020,佐藤 健,56.0,27,0.211,0.059,0.446,9
325,レース0325,2025-06-28,京都,2000,DIRT,OP,8,4,H0003886,ウマ3886,牡,2021,伊藤 翼,58.0,6,0.184,0.078,0.61,6
325,レース0325,2025-06-28,京都,2000,DIRT,OP,9,5,H0003887,ウマ3887,牡,2020,伊藤 翼,57.0,29,0.22,0.03,0.758,5
325,レース0325,2025-06-28,京都,2000,DIRT,OP,10,5,H0003888,ウマ3888,牝,2022,田中 一郎,55.0,4,0.171,0.113,0.615,8
325,レース0325,2025-06-28,京都,2000,DIRT,OP,11,6,H0003889,ウマ3889,セ,2021,渡辺 美咲,56.0,16,0.059,0.238,0.481,11
325,レース0325,2025-06-28,京都,2000,DIRT,OP,12,6,H0003890,ウマ3890,セ,2020,高橋 大輔,57.0,14,0.237,0.17,0.12,1
325,レース0325,2025-06-28,京都,2000,DIRT,OP,13,7,H0003891,ウマ3891,牡,2022,山本 陽,57.0,14,0.237,0.03,0.075,13
326,レース0326,2025-12-02,京都,1200,TURF,1勝,1,1,H0003892,ウマ3892,牝,2022,小林 蓮,54.0,20,0.204,0.124,0.621,3
326,レース0326,2025-12-02,京都,1200,TURF,1勝,2,1,H0003893,ウマ3893,牝,2022,中村 駿,58.0,4,0.157,0.157,0.383,8
